description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Red Widget",gadget,324,74.36,SupplierC,370034782101,B8601,BrandX,Automotive,Critical
"Green Tool",gadget,407,69.26,SupplierB,258603078537,B9830,BrandZ,Automotive,High
"Purple Item",tool,498,51.43,SupplierC,701930520408,B2531,BrandX,Outdoor,Medium
"Red Widget",gadget,204,22.80,SupplierC,601862857157,B1612,BrandY,Outdoor,Medium
"Green Tool",item,342,99.60,SupplierB,390659905681,B7230,BrandX,Automotive,Critical
"Red Widget",device,27,8.78,SupplierB,823093484060,B9984,BrandX,Toys,Low
"Blue Gadget",device,429,36.09,SupplierC,182083222982,B1895,BrandZ,Toys,High
"Yellow Device",widget,122,80.47,SupplierA,745050807304,B6074,BrandZ,Outdoor,Medium
"Purple Item",tool,86,85.99,SupplierD,591008541663,B4873,BrandY,Automotive,Critical
"Yellow Device",widget,236,46.30,SupplierA,448506046150,B5201,BrandZ,Outdoor,Critical
"Red Widget",gadget,371,74.00,SupplierA,344521813986,B4587,BrandX,Household,Critical
"Yellow Device",widget,295,79.67,SupplierD,988747528935,B4710,BrandZ,Outdoor,Low
"Blue Gadget",tool,135,40.88,SupplierA,798392699784,B1943,BrandZ,Household,Critical
"Green Tool",device,335,1.63,SupplierB,387594485732,B2918,BrandY,Automotive,Medium
"Green Tool",gadget,228,49.76,SupplierC,103940154386,B3429,BrandZ,Electronics,Medium
"Yellow Device",tool,305,19.07,SupplierD,642579921754,B8021,BrandY,Automotive,Critical
"Yellow Device",gadget,252,55.06,SupplierB,697892777929,B6088,BrandX,Household,Low
"Yellow Device",widget,66,82.60,SupplierA,384272420830,B4157,BrandX,Electronics,Medium
"Blue Gadget",device,360,44.47,SupplierB,991451828830,B8100,BrandZ,Outdoor,High
"Green Tool",item,368,55.55,SupplierD,796887201372,B7050,BrandZ,Toys,Low
"Blue Gadget",widget,362,26.46,SupplierB,612184409601,B9349,BrandY,Electronics,Medium
"Blue Gadget",item,336,75.00,SupplierB,883564479803,B2627,BrandZ,Electronics,Critical
"Green Tool",widget,265,46.75,SupplierB,858326695638,B8944,BrandY,Outdoor,High
"Purple Item",item,223,65.91,SupplierA,304429878622,B8916,BrandZ,Toys,High
"Purple Item",item,324,92.61,SupplierB,952647323314,B9729,BrandY,Automotive,Low
"Purple Item",device,238,36.84,SupplierC,310213161851,B1846,BrandX,Outdoor,Medium
"Green Tool",device,379,58.27,SupplierC,685383588518,B4490,BrandY,Automotive,High
"Blue Gadget",item,377,36.42,SupplierB,156511513484,B6422,BrandX,Toys,Medium
"Blue Gadget",device,335,61.86,SupplierB,125951893683,B7690,BrandX,Toys,Medium
"Purple Item",item,422,73.26,SupplierC,205249369085,B9402,BrandY,Outdoor,Medium
"Blue Gadget",tool,257,97.86,SupplierD,776327862962,B4298,BrandY,Toys,High
"Red Widget",device,352,72.84,SupplierA,543821013407,B7410,BrandX,Automotive,Critical
"Yellow Device",tool,221,68.61,SupplierD,455560908035,B1632,BrandY,Toys,Critical
"Blue Gadget",widget,369,59.70,SupplierA,210168290649,B2931,BrandY,Outdoor,Low
"Purple Item",item,12,85.39,SupplierC,965651984897,B2253,BrandX,Toys,Low
"Yellow Device",device,74,74.84,SupplierD,901480368027,B2520,BrandX,Outdoor,Low
"Green Tool",gadget,41,72.95,SupplierB,822801969248,B7857,BrandZ,Toys,Medium
"Purple Item",gadget,232,46.43,SupplierD,443790589011,B6518,BrandX,Electronics,High
"Purple Item",tool,389,90.41,SupplierB,670704027775,B2985,BrandX,Toys,Critical
"Yellow Device",item,475,80.12,SupplierA,179674010146,B8297,BrandX,Automotive,Critical
"Purple Item",item,426,79.85,SupplierA,457858972692,B9173,BrandZ,Outdoor,High
"Yellow Device",gadget,83,47.83,SupplierC,990325663891,B8944,BrandY,Electronics,Low
"Red Widget",tool,29,36.16,SupplierA,753885576267,B5318,BrandY,Outdoor,Low
"Purple Item",gadget,393,91.76,SupplierD,414448635531,B4753,BrandZ,Automotive,High
"Red Widget",widget,61,4.20,SupplierA,244454879732,B4407,BrandZ,Electronics,Low
"Blue Gadget",device,156,94.05,SupplierC,367841527727,B5715,BrandX,Automotive,Low
"Purple Item",device,249,87.09,SupplierA,760880544057,B8564,BrandZ,Electronics,High
"Green Tool",tool,185,20.16,SupplierA,820380770556,B2187,BrandZ,Electronics,Medium
"Green Tool",device,365,39.45,SupplierD,681561119558,B7578,BrandY,Automotive,High
"Yellow Device",item,303,11.93,SupplierC,101310305421,B2224,BrandX,Toys,Medium
"Red Widget",device,308,36.71,SupplierD,110861660063,B5947,BrandY,Household,High
"Blue Gadget",gadget,176,22.89,SupplierB,909275256515,B6613,BrandZ,Toys,Medium
"Yellow Device",gadget,197,52.47,SupplierA,663737882883,B2594,BrandY,Automotive,High
"Green Tool",gadget,409,11.33,SupplierB,718755069342,B8858,BrandZ,Household,Medium
"Green Tool",item,475,17.58,SupplierD,520625936073,B5973,BrandY,Electronics,Critical
"Purple Item",gadget,188,20.60,SupplierB,132946957888,B2153,BrandX,Toys,Low
"Green Tool",item,376,88.41,SupplierD,997459874427,B1145,BrandY,Household,Low
"Blue Gadget",widget,217,82.74,SupplierB,502081763702,B8221,BrandY,Electronics,High
"Red Widget",device,483,49.65,SupplierC,595058470289,B6430,BrandZ,Outdoor,Medium
"Purple Item",device,155,60.08,SupplierA,509070284167,B5552,BrandY,Household,Critical
"Red Widget",item,412,6.30,SupplierA,546875256988,B4832,BrandY,Outdoor,Low
"Blue Gadget",tool,178,38.67,SupplierB,719783604942,B3050,BrandX,Outdoor,Medium
"Blue Gadget",device,284,10.76,SupplierA,438390497508,B9334,BrandY,Household,Low
"Red Widget",device,332,77.45,SupplierC,830124570247,B5599,BrandX,Toys,Low
"Purple Item",tool,498,84.34,SupplierD,698908583306,B5203,BrandX,Outdoor,High
"Red Widget",gadget,484,78.50,SupplierB,934117951017,B6082,BrandZ,Outdoor,Medium
"Green Tool",gadget,205,43.16,SupplierD,841158928737,B2369,BrandY,Outdoor,Low
"Purple Item",device,52,72.50,SupplierC,215298029570,B4317,BrandY,Household,Low
"Yellow Device",tool,131,76.81,SupplierD,483676504381,B1432,BrandZ,Automotive,Low
"Green Tool",item,95,68.02,SupplierA,372041086232,B7743,BrandY,Toys,High
"Blue Gadget",tool,290,46.87,SupplierD,490182568333,B6162,BrandZ,Household,Low
"Blue Gadget",device,130,45.38,SupplierA,418651357248,B8857,BrandY,Toys,Critical
"Green Tool",gadget,421,69.81,SupplierA,320924411957,B7058,BrandZ,Toys,Low
"Purple Item",tool,258,63.78,SupplierA,521901032926,B8466,BrandY,Electronics,Critical
"Red Widget",item,420,11.55,SupplierB,566852704767,B2007,BrandX,Automotive,Critical
"Green Tool",device,102,63.72,SupplierC,947251719458,B3484,BrandZ,Electronics,Critical
"Purple Item",gadget,402,35.34,SupplierC,289012766241,B7130,BrandZ,Automotive,High
"Red Widget",gadget,83,4.88,SupplierD,215425569855,B9590,BrandY,Automotive,Medium
"Purple Item",widget,310,32.94,SupplierB,659263399393,B2465,BrandX,Electronics,High
"Green Tool",gadget,407,95.49,SupplierA,312236513611,B7539,BrandX,Household,Medium
"Purple Item",tool,382,3.05,SupplierC,729878504635,B3669,BrandZ,Automotive,Low
"Blue Gadget",device,349,36.52,SupplierC,649778609483,B2660,BrandZ,Household,Critical
"Red Widget",gadget,291,6.78,SupplierC,663837647613,B6016,BrandX,Automotive,Low
"Green Tool",tool,58,72.62,SupplierB,646619722474,B4962,BrandY,Automotive,High
"Yellow Device",widget,461,31.50,SupplierB,582509788784,B8170,BrandZ,Electronics,Medium
"Red Widget",item,204,51.16,SupplierC,208307254813,B2012,BrandY,Household,Critical
"Purple Item",item,309,75.10,SupplierD,394962367664,B2552,BrandY,Household,Medium
"Red Widget",gadget,300,77.41,SupplierB,966908753874,B9461,BrandY,Outdoor,Low
"Yellow Device",widget,3,47.58,SupplierB,297498747356,B6445,BrandY,Automotive,Critical
"Yellow Device",tool,227,22.31,SupplierA,449957565621,B7259,BrandZ,Electronics,Low
"Purple Item",item,254,69.40,SupplierB,604128902560,B8690,BrandY,Automotive,Medium
"Red Widget",item,259,8.84,SupplierD,969826923362,B3048,BrandY,Electronics,Critical
"Purple Item",device,28,2.18,SupplierB,116885074722,B5131,BrandZ,Toys,High
"Green Tool",item,479,5.13,SupplierA,770387640312,B5507,BrandX,Outdoor,Critical
"Red Widget",tool,358,86.96,SupplierA,357473235316,B1861,BrandY,Toys,Medium
"Yellow Device",widget,32,90.89,SupplierB,252264832941,B2179,BrandY,Automotive,Critical
"Green Tool",widget,217,12.26,SupplierA,535083245862,B2398,BrandZ,Toys,Critical
"Green Tool",gadget,289,21.98,SupplierD,607139681047,B1221,BrandX,Automotive,Medium
"Blue Gadget",widget,243,8.41,SupplierB,941464357144,B5887,BrandY,Automotive,Medium
"Green Tool",device,289,29.73,SupplierC,675029304158,B6208,BrandX,Automotive,Critical
"Yellow Device",tool,211,14.92,SupplierA,778670156070,B5300,BrandY,Toys,Critical
"Purple Item",item,248,14.60,SupplierB,205919699513,B7722,BrandX,Toys,High
"Red Widget",tool,443,96.39,SupplierC,697812644576,B3069,BrandY,Household,High
"Red Widget",tool,82,31.35,SupplierC,473084776834,B3555,BrandY,Outdoor,High
"Purple Item",device,138,50.78,SupplierC,179670206053,B1422,BrandX,Electronics,Low
"Purple Item",item,323,43.52,SupplierD,237530230376,B2255,BrandY,Automotive,Low
"Purple Item",device,245,79.68,SupplierD,804493818834,B6856,BrandX,Outdoor,Medium
"Yellow Device",tool,414,95.06,SupplierD,666874529846,B3163,BrandX,Household,Critical
"Purple Item",gadget,390,19.21,SupplierA,606430045569,B5613,BrandZ,Automotive,Low
"Red Widget",widget,436,58.97,SupplierC,877527941895,B1376,BrandZ,Automotive,Critical
"Red Widget",tool,121,77.39,SupplierB,535699646799,B8244,BrandX,Electronics,Low
"Blue Gadget",device,465,13.85,SupplierC,745112463487,B7886,BrandX,Toys,Critical
"Blue Gadget",widget,205,92.47,SupplierC,100025767376,B8737,BrandY,Household,Low
"Purple Item",item,189,33.23,SupplierA,950776679033,B2589,BrandX,Automotive,Critical
"Yellow Device",tool,385,54.00,SupplierC,477464801169,B1926,BrandY,Household,Low
"Yellow Device",item,117,39.96,SupplierC,447299499372,B6326,BrandY,Toys,Critical
"Green Tool",gadget,392,52.44,SupplierB,487224737610,B5387,BrandX,Household,Medium
"Red Widget",tool,338,29.11,SupplierA,926555178596,B3532,BrandY,Outdoor,Critical
"Yellow Device",item,238,66.51,SupplierD,775991414558,B8843,BrandX,Toys,Critical
"Yellow Device",widget,107,84.94,SupplierB,689188964232,B8513,BrandZ,Outdoor,Critical
"Yellow Device",gadget,312,35.84,SupplierC,982188878014,B2099,BrandY,Outdoor,Medium
"Blue Gadget",widget,123,9.64,SupplierC,678081746077,B6367,BrandX,Toys,High
"Green Tool",item,462,94.20,SupplierA,496543922595,B5873,BrandY,Toys,Low
"Green Tool",device,255,97.83,SupplierC,469283452645,B1790,BrandZ,Household,High
"Yellow Device",tool,244,85.72,SupplierB,810133969816,B2301,BrandX,Automotive,Low
"Purple Item",widget,62,77.46,SupplierA,366591669390,B8815,BrandZ,Electronics,Medium
"Purple Item",device,229,17.13,SupplierB,196278570308,B5016,BrandY,Automotive,High
"Purple Item",item,355,10.17,SupplierD,744264569411,B6502,BrandY,Household,Low
"Blue Gadget",item,194,58.92,SupplierD,298898087276,B1574,BrandX,Electronics,Critical
"Yellow Device",item,60,89.29,SupplierB,994773419399,B9232,BrandZ,Automotive,High
"Purple Item",widget,72,64.80,SupplierD,361053954805,B7040,BrandX,Electronics,Critical
"Blue Gadget",device,181,82.10,SupplierA,646486207968,B8801,BrandX,Automotive,High
"Purple Item",item,182,47.42,SupplierB,101694322533,B9487,BrandZ,Household,Medium
"Green Tool",item,403,90.75,SupplierA,587515350923,B4702,BrandZ,Electronics,Low
"Yellow Device",widget,20,44.06,SupplierB,564351534291,B9814,BrandY,Outdoor,Medium
"Blue Gadget",item,23,63.20,SupplierA,640960319472,B4294,BrandZ,Outdoor,Critical
"Red Widget",gadget,102,13.54,SupplierD,436558302307,B9631,BrandZ,Toys,Medium
"Purple Item",gadget,242,70.11,SupplierC,490877083086,B8078,BrandY,Automotive,Low
"Blue Gadget",item,250,56.21,SupplierD,859684445917,B3503,BrandY,Toys,Medium
"Red Widget",item,28,16.86,SupplierA,939591530896,B6950,BrandZ,Outdoor,High
"Green Tool",device,113,20.23,SupplierD,825101440175,B3301,BrandY,Electronics,High
"Red Widget",device,452,93.16,SupplierC,157950322137,B9631,BrandY,Automotive,Critical
"Blue Gadget",device,253,5.33,SupplierA,809575887621,B4326,BrandX,Toys,High
"Green Tool",device,304,95.45,SupplierA,924526344096,B5029,BrandY,Electronics,High
"Yellow Device",device,207,11.52,SupplierC,606543570101,B8706,BrandY,Household,High
"Purple Item",widget,32,2.74,SupplierB,413373989949,B7208,BrandY,Household,High
"Green Tool",widget,300,74.15,SupplierC,655603151374,B4965,BrandX,Electronics,Low
"Yellow Device",device,297,92.19,SupplierA,514935893182,B7691,BrandX,Automotive,Low
"Blue Gadget",device,376,2.94,SupplierC,581600750811,B9356,BrandX,Outdoor,Medium
"Blue Gadget",item,91,38.15,SupplierA,771722086719,B1836,BrandX,Outdoor,Low
"Red Widget",tool,210,57.21,SupplierA,181891523810,B3977,BrandZ,Automotive,Critical
"Purple Item",widget,430,1.78,SupplierA,148009811037,B8082,BrandY,Electronics,Medium
"Purple Item",gadget,307,6.24,SupplierB,273132728316,B7873,BrandY,Household,High
"Green Tool",gadget,32,55.89,SupplierB,693029461647,B7546,BrandX,Electronics,Critical
"Red Widget",gadget,66,35.30,SupplierC,128202258156,B8583,BrandY,Household,Medium
"Purple Item",gadget,383,89.61,SupplierA,239695433977,B2640,BrandX,Household,Critical
"Yellow Device",device,281,61.91,SupplierB,438570136325,B1139,BrandZ,Electronics,High
"Blue Gadget",widget,159,20.99,SupplierC,897881331989,B6969,BrandY,Automotive,High
"Purple Item",gadget,491,35.64,SupplierD,684478955569,B3105,BrandX,Household,Critical
"Yellow Device",device,212,26.38,SupplierB,460138452043,B3746,BrandX,Automotive,Critical
"Purple Item",gadget,172,13.38,SupplierD,267698457290,B3760,BrandX,Toys,Low
"Yellow Device",gadget,327,35.73,SupplierA,793918171423,B2679,BrandY,Household,Medium
"Purple Item",tool,342,99.77,SupplierC,207115841782,B5047,BrandX,Toys,Low
"Yellow Device",item,120,51.40,SupplierC,503427105517,B2318,BrandZ,Electronics,Critical
"Purple Item",item,135,45.50,SupplierC,599745702703,B3917,BrandX,Outdoor,High
"Yellow Device",widget,8,47.20,SupplierA,605277203731,B8827,BrandY,Automotive,High
"Green Tool",item,149,30.33,SupplierA,946407614417,B6831,BrandZ,Electronics,Medium
"Green Tool",tool,217,85.85,SupplierC,697035083320,B9952,BrandZ,Automotive,Critical
"Green Tool",item,77,38.56,SupplierB,179342477825,B7848,BrandZ,Automotive,Critical
"Green Tool",widget,89,38.10,SupplierB,375975179433,B1766,BrandY,Outdoor,High
"Green Tool",widget,88,78.20,SupplierC,414474012803,B7816,BrandY,Toys,High
"Green Tool",gadget,176,39.48,SupplierD,842504196897,B9730,BrandY,Household,Low
"Red Widget",device,283,87.84,SupplierA,543189769784,B1238,BrandZ,Electronics,High
"Purple Item",tool,27,20.33,SupplierD,887749489648,B7315,BrandZ,Outdoor,Critical
"Blue Gadget",tool,173,68.07,SupplierA,953037241839,B6868,BrandX,Household,Low
"Red Widget",device,121,34.71,SupplierD,965393973557,B1562,BrandY,Toys,Critical
"Blue Gadget",widget,466,61.43,SupplierB,885103018085,B6607,BrandX,Automotive,Critical
"Yellow Device",widget,480,45.23,SupplierD,102235665163,B7838,BrandY,Household,Low
"Blue Gadget",device,149,84.00,SupplierA,736175107215,B1902,BrandZ,Toys,Critical
"Blue Gadget",gadget,258,49.87,SupplierB,278270395553,B3165,BrandY,Household,Low
"Red Widget",device,402,33.76,SupplierC,157360548957,B6384,BrandY,Automotive,Low
"Blue Gadget",gadget,13,90.56,SupplierA,557663304970,B4837,BrandZ,Outdoor,High
"Green Tool",widget,429,33.97,SupplierB,205991170269,B8342,BrandY,Electronics,Critical
"Purple Item",widget,448,41.47,SupplierB,742224133364,B6431,BrandZ,Outdoor,Critical
"Green Tool",tool,490,95.83,SupplierD,711315871786,B7859,BrandX,Household,Low
"Green Tool",widget,125,12.23,SupplierC,894327490268,B5394,BrandY,Outdoor,High
"Blue Gadget",device,489,74.64,SupplierA,226221384713,B6566,BrandZ,Toys,Medium
"Green Tool",widget,139,65.50,SupplierA,567573149970,B6913,BrandY,Household,Low
"Yellow Device",device,51,5.06,SupplierB,339947169179,B8208,BrandZ,Toys,Medium
"Green Tool",device,293,58.59,SupplierD,662237994137,B1247,BrandY,Automotive,High
"Yellow Device",widget,384,57.54,SupplierD,161052790762,B9844,BrandX,Electronics,Low
"Blue Gadget",widget,467,11.10,SupplierB,400527855464,B1822,BrandZ,Automotive,Critical
"Purple Item",item,171,93.51,SupplierA,210134253089,B9573,BrandZ,Household,Low
"Red Widget",tool,421,80.55,SupplierA,115470002223,B8573,BrandX,Outdoor,Medium
"Purple Item",device,446,85.19,SupplierC,781829880578,B4213,BrandX,Toys,High
"Green Tool",widget,274,66.30,SupplierD,583456963442,B4227,BrandX,Toys,Critical
"Blue Gadget",device,208,14.99,SupplierB,435417686106,B7663,BrandX,Household,Medium
"Purple Item",widget,212,32.87,SupplierD,585710472907,B2675,BrandZ,Automotive,Low
"Green Tool",gadget,21,69.36,SupplierA,480776422688,B9010,BrandY,Household,Critical
"Green Tool",tool,336,66.00,SupplierB,754606436524,B3616,BrandZ,Electronics,Low
"Blue Gadget",tool,486,55.94,SupplierC,680119860191,B3184,BrandY,Automotive,Medium
"Green Tool",widget,497,85.09,SupplierD,235887859394,B3580,BrandY,Automotive,Medium
"Red Widget",gadget,38,78.21,SupplierD,196578724103,B8381,BrandX,Household,High
"Yellow Device",item,95,83.50,SupplierB,794159374085,B1311,BrandY,Outdoor,Low
"Blue Gadget",tool,471,66.03,SupplierB,244388193465,B2833,BrandX,Automotive,High
"Red Widget",tool,142,69.32,SupplierD,488663997574,B8873,BrandZ,Automotive,Low
"Purple Item",tool,312,40.74,SupplierA,143562371254,B5149,BrandY,Toys,Critical
"Blue Gadget",item,236,16.48,SupplierD,810677935928,B2333,BrandZ,Electronics,Medium
"Green Tool",widget,341,27.22,SupplierA,252067894029,B3616,BrandZ,Electronics,High
"Blue Gadget",item,419,1.26,SupplierC,997786727535,B5597,BrandX,Outdoor,Low
"Yellow Device",item,213,64.75,SupplierB,471561435440,B4993,BrandY,Electronics,Medium
"Blue Gadget",widget,269,64.17,SupplierA,107011570725,B7485,BrandY,Automotive,Critical
"Blue Gadget",device,161,40.22,SupplierA,510555027032,B9277,BrandZ,Outdoor,Low
"Yellow Device",gadget,304,84.65,SupplierA,208858798365,B6196,BrandY,Household,High
"Red Widget",widget,272,27.99,SupplierD,488914843966,B1338,BrandX,Electronics,Low
"Red Widget",device,229,66.30,SupplierD,746747854507,B9443,BrandY,Electronics,High
"Green Tool",widget,136,55.92,SupplierD,640258790323,B5997,BrandZ,Household,Medium
"Blue Gadget",widget,326,57.62,SupplierC,775731856917,B3013,BrandX,Toys,Critical
"Purple Item",gadget,456,29.81,SupplierA,499014872187,B8678,BrandY,Toys,Critical
"Purple Item",gadget,484,53.84,SupplierC,148445062605,B8954,BrandZ,Automotive,Medium
"Blue Gadget",gadget,284,83.79,SupplierD,214864608117,B5742,BrandY,Toys,Medium
"Red Widget",tool,17,97.55,SupplierA,538722690764,B2254,BrandZ,Automotive,Critical
"Purple Item",tool,387,13.55,SupplierB,483710867803,B1383,BrandY,Outdoor,High
"Yellow Device",device,441,1.69,SupplierA,737416693302,B1194,BrandX,Electronics,Critical
"Blue Gadget",widget,103,39.59,SupplierD,998471964755,B5579,BrandX,Outdoor,Low
"Green Tool",widget,213,49.61,SupplierC,168820490654,B5330,BrandZ,Outdoor,High
"Blue Gadget",item,13,49.30,SupplierC,382944741972,B4554,BrandX,Outdoor,Medium
"Blue Gadget",tool,89,47.30,SupplierA,929835986736,B3108,BrandY,Household,High
"Blue Gadget",gadget,162,76.74,SupplierC,847915715094,B4610,BrandZ,Household,High
"Yellow Device",gadget,158,46.37,SupplierD,120549226698,B1315,BrandZ,Household,Low
"Blue Gadget",gadget,341,46.90,SupplierB,113032266855,B8291,BrandX,Outdoor,Critical
"Purple Item",tool,452,92.83,SupplierC,815181427145,B8325,BrandY,Electronics,Critical
"Green Tool",gadget,393,73.63,SupplierB,631326203222,B2769,BrandZ,Automotive,Medium
"Green Tool",widget,61,91.11,SupplierB,281009941763,B4616,BrandZ,Automotive,Critical
"Yellow Device",item,434,17.78,SupplierC,158574534199,B5801,BrandY,Outdoor,Medium
"Yellow Device",gadget,162,76.15,SupplierD,439646285726,B2803,BrandY,Electronics,Critical
"Red Widget",device,442,80.15,SupplierB,165622861303,B2757,BrandX,Automotive,Medium
"Red Widget",item,6,15.22,SupplierA,225608205936,B9596,BrandX,Electronics,Critical
"Blue Gadget",tool,399,60.35,SupplierD,100522671754,B7374,BrandZ,Electronics,Critical
"Yellow Device",gadget,303,88.13,SupplierB,104556082125,B7016,BrandY,Household,Medium
"Red Widget",widget,11,87.02,SupplierD,938231752338,B7902,BrandY,Toys,Medium
"Blue Gadget",gadget,105,57.94,SupplierC,641986379484,B8746,BrandX,Toys,Critical
"Yellow Device",item,76,55.24,SupplierD,469598111850,B3589,BrandZ,Toys,Low
"Blue Gadget",gadget,254,69.34,SupplierD,937844900916,B2680,BrandX,Toys,Low
"Purple Item",tool,488,19.37,SupplierB,648307278700,B9642,BrandX,Automotive,High
"Green Tool",widget,326,81.24,SupplierD,705845305615,B5465,BrandY,Household,Critical
"Blue Gadget",widget,395,50.24,SupplierA,397081723169,B1423,BrandZ,Household,High
"Blue Gadget",device,197,81.76,SupplierA,818505915294,B7288,BrandY,Automotive,High
"Purple Item",widget,449,84.14,SupplierB,611984169625,B7998,BrandX,Automotive,High
"Blue Gadget",widget,424,69.28,SupplierB,304842305839,B3599,BrandZ,Toys,Critical
"Yellow Device",gadget,311,74.55,SupplierA,881333883691,B1526,BrandX,Outdoor,High
"Yellow Device",device,493,27.57,SupplierC,848378299433,B5824,BrandX,Electronics,Medium
"Blue Gadget",item,493,35.54,SupplierC,799969064237,B3512,BrandX,Electronics,High
"Purple Item",device,142,58.49,SupplierD,985734347603,B2035,BrandX,Electronics,Low
"Green Tool",tool,243,38.26,SupplierD,152553589238,B6335,BrandY,Toys,Critical
"Green Tool",device,433,6.84,SupplierA,841563189051,B7180,BrandY,Outdoor,Critical
"Blue Gadget",item,119,16.07,SupplierA,591160952851,B1868,BrandX,Toys,High
"Green Tool",item,222,95.03,SupplierB,101704001469,B2568,BrandY,Toys,Medium
"Blue Gadget",gadget,263,84.19,SupplierC,401357280751,B4010,BrandX,Toys,Medium
"Blue Gadget",device,323,93.07,SupplierB,584050820162,B1230,BrandZ,Toys,Medium
"Red Widget",tool,83,88.36,SupplierD,484679706661,B9252,BrandY,Automotive,Critical
"Red Widget",item,330,18.85,SupplierA,893270561009,B8242,BrandY,Household,High
"Green Tool",widget,193,16.94,SupplierA,947475757999,B2446,BrandZ,Toys,Critical
"Green Tool",tool,229,76.30,SupplierA,848813150999,B9704,BrandY,Household,Critical
"Green Tool",device,470,59.45,SupplierC,903731197694,B4829,BrandY,Automotive,Critical
"Red Widget",widget,59,73.07,SupplierD,415326171962,B1035,BrandZ,Automotive,Medium
"Red Widget",device,207,99.84,SupplierA,887139500330,B7330,BrandY,Electronics,Critical
"Red Widget",device,345,12.82,SupplierB,564000797749,B3893,BrandX,Household,Critical
"Red Widget",item,235,72.45,SupplierA,865174506650,B2728,BrandX,Household,Low
"Purple Item",device,272,56.52,SupplierB,709104342887,B4293,BrandX,Automotive,Medium
"Red Widget",gadget,123,83.52,SupplierC,727101160232,B2466,BrandZ,Household,Critical
"Green Tool",widget,427,10.02,SupplierD,757363851363,B9410,BrandY,Toys,High
"Red Widget",widget,409,93.41,SupplierB,725781434531,B4834,BrandZ,Electronics,Medium
"Blue Gadget",device,276,23.84,SupplierC,509891488712,B5800,BrandY,Electronics,Critical
"Green Tool",widget,430,21.91,SupplierA,129881162751,B8394,BrandX,Outdoor,High
"Yellow Device",widget,133,40.11,SupplierB,759178214718,B9141,BrandX,Automotive,Critical
"Yellow Device",device,282,90.50,SupplierA,597430918523,B1297,BrandY,Household,Low
"Purple Item",device,456,19.98,SupplierB,976129815954,B1185,BrandX,Electronics,Critical
"Yellow Device",device,73,8.32,SupplierC,909129685855,B2707,BrandZ,Toys,Low
"Green Tool",widget,338,6.85,SupplierC,382050789973,B3655,BrandZ,Electronics,Low
"Purple Item",gadget,231,8.48,SupplierB,376715409837,B8231,BrandX,Electronics,Medium
"Blue Gadget",widget,157,89.50,SupplierA,869611659340,B5300,BrandZ,Outdoor,High
"Yellow Device",gadget,143,32.70,SupplierC,347040755804,B1119,BrandZ,Automotive,Low
"Blue Gadget",device,462,17.69,SupplierD,909432885579,B4960,BrandZ,Outdoor,Medium
"Red Widget",widget,465,59.84,SupplierB,170512395881,B8579,BrandX,Toys,Critical
"Red Widget",item,498,3.94,SupplierD,610387662839,B5350,BrandZ,Electronics,High
"Yellow Device",gadget,439,57.35,SupplierD,297278809362,B6005,BrandX,Toys,Medium
"Red Widget",tool,46,13.35,SupplierC,895336516138,B4662,BrandX,Household,High
"Red Widget",widget,37,73.15,SupplierC,799830429046,B4026,BrandZ,Outdoor,High
"Purple Item",item,95,49.41,SupplierA,653386520647,B8430,BrandZ,Electronics,Low
"Red Widget",tool,448,33.25,SupplierC,528128709014,B5167,BrandX,Electronics,Medium
"Yellow Device",widget,478,69.07,SupplierD,102652440146,B8507,BrandY,Outdoor,Low
"Green Tool",gadget,79,70.95,SupplierD,258850108698,B6378,BrandZ,Toys,Low
"Yellow Device",widget,241,6.81,SupplierB,695976660000,B3180,BrandY,Electronics,High
"Blue Gadget",tool,348,15.94,SupplierB,194199729340,B8054,BrandY,Toys,Low
"Red Widget",widget,315,22.93,SupplierA,165838306523,B9840,BrandX,Household,Low
"Purple Item",item,291,16.97,SupplierD,291251897207,B4287,BrandX,Toys,Low
"Red Widget",device,34,89.97,SupplierB,447753961185,B4681,BrandY,Electronics,Critical
"Yellow Device",widget,219,3.38,SupplierB,867356581376,B5082,BrandZ,Household,High
"Blue Gadget",gadget,18,83.71,SupplierC,186149683102,B8852,BrandZ,Electronics,Medium
"Blue Gadget",widget,391,3.40,SupplierC,874335751101,B6804,BrandZ,Outdoor,High
"Green Tool",tool,91,9.18,SupplierB,269101694558,B6549,BrandZ,Automotive,Critical
"Green Tool",gadget,491,2.39,SupplierD,672284152398,B9171,BrandX,Household,Low
"Yellow Device",device,4,52.22,SupplierB,257697921931,B4751,BrandY,Outdoor,High
"Blue Gadget",gadget,344,20.37,SupplierC,542393282422,B6860,BrandY,Toys,Critical
"Green Tool",gadget,487,23.91,SupplierC,120432616006,B8069,BrandZ,Automotive,Medium
"Blue Gadget",device,368,94.78,SupplierB,758921151098,B2100,BrandX,Household,High
"Red Widget",gadget,19,95.74,SupplierA,446971242548,B9811,BrandX,Household,Critical
"Green Tool",item,358,52.44,SupplierA,516235348346,B3006,BrandY,Toys,Critical
"Green Tool",item,125,10.08,SupplierD,609307122559,B9038,BrandZ,Electronics,High
"Green Tool",widget,434,76.67,SupplierC,271129759410,B3576,BrandZ,Toys,High
"Purple Item",gadget,186,2.89,SupplierA,750978879500,B3099,BrandZ,Automotive,Critical
"Blue Gadget",item,257,36.39,SupplierB,527186787129,B7316,BrandZ,Household,Low
